Year,Player,Tm,FGA,THREEPA
1950,Curly Armstrong,FTW,516,0
1950,Cliff Barker,INO,274,0
1950,Leo Barnhorst,CHS,499,0
1950,Ed Bartels,TOT,86,0
1950,Ed Bartels,DNN,82,0
1950,Ed Bartels,NYK,4,0
1950,Ralph Beard,INO,936,0
1950,Gene Berce,TRI,16,0
1950,Charlie Black,TOT,813,0
1950,Charlie Black,FTW,435,0
1950,Charlie Black,AND,378,0
1950,Nelson Bobb,PHW,248,0
1950,Jake Bornheimer,PHW,305,0
1950,Vince Boryla,NYK,600,0
1950,Don Boven,WAT,558,0
1950,Harry Boykoff,WAT,698,0
1950,Joe Bradley,CHS,134,0
1950,Bob Brannum,SHE,718,0
1950,Carl Braun,NYK,1024,0
1950,Frankie Brian,AND,1156,0
1950,Price Brookfield,ROC,23,0
1950,Bob Brown,DNN,764,0
1950,Jim Browne,DNN,48,0
1950,Walt Budko,BLB,652,0
1950,Jack Burmaster,SHE,711,0
1950,Tommy Byrnes,BLB,397,0
1950,Bill Calhoun,ROC,549,0
1950,Don Carlson,MNL,290,0
1950,Bob Carpenter,FTW,617,0
1950,Jake Carter,TOT,75,0
1950,Jake Carter,DNN,45,0
1950,Jake Carter,AND,30,0
1950,Al Cervi*,SYR,431,0
1950,John Chaney,TOT,86,0
1950,John Chaney,TRI,37,0
1950,John Chaney,SHE,49,0
1950,Leroy Chollet,SYR,179,0
1950,Bill Closs,AND,898,0
1950,Paul Cloyd,TOT,26,0
1950,Paul Cloyd,BLB,8,0
1950,Paul Cloyd,WAT,18,0
1950,Jack Coleman,ROC,663,0
1950,Bobby Cook,SHE,620,0
1950,Ray Corley,SYR,370,0
1950,Jack Cotton,DNN,332,0
1950,Dillard Crocker,DNN,840,0
1950,Chink Crossin,PHW,574,0
1950,Fran Curran,ROC,235,0
1950,Jimmy Darden,DNN,243,0
1950,Bob Davies*,ROC,887,0
1950,Hook Dillon,WSC,55,0
1950,Earl Dodd,DNN,27,0
1950,Joe Dolhon,BLB,458,0
1950,Bob Doll,BOS,347,0
1950,Harry Donovan,NYK,275,0
1950,Andy Duncan,ROC,289,0
1950,Dike Eddleman,TRI,906,0
1950,Gene Englund,TOT,274,0
1950,Gene Englund,BOS,148,0
1950,Gene Englund,TRI,126,0
1950,Bob Evans,INO,200,0
1950,Johnny Ezersky,TOT,487,0
1950,Johnny Ezersky,BLB,351,0
1950,Johnny Ezersky,BOS,136,0
1950,Bob Feerick,WSC,500,0
1950,George Feigenbaum,BLB,57,0
1950,Arnie Ferrin,MNL,396,0
1950,Jerry Fleishman,PHW,353,0
1950,Joe Fulks*,PHW,1209,0
1950,Bill Gabor,SYR,671,0
1950,Elmer Gainer,WAT,35,0
1950,Harry Gallatin*,NYK,664,0
1950,Vern Gardner,PHW,916,0
1950,Frank Gates,AND,402,0
1950,Dee Gibson,TRI,245,0
1950,Hoot Gibson,TOT,195,0
1950,Hoot Gibson,BOS,4,0
1950,Hoot Gibson,WAT,191,0
1950,Chuck Gilmur,WSC,379,0
1950,Normie Glick,MNL,1,0
1950,Paul Gordon,BLB,6,0
1950,Joe Graboski,CHS,247,0
1950,Bud Grant,MNL,115,0
1950,Don Grate,SHE,6,0
1950,Alex Groza,INO,1090,0
1950,Al Guokas,TOT,299,0
1950,Al Guokas,DNN,271,0
1950,Al Guokas,PHW,28,0
1950,Robert Hahn,CHS,13,0
1950,Chick Halbert,WSC,284,0
1950,Bruce Hale,INO,614,0
1950,Dale Hamilton,WAT,33,0
1950,Alex Hannum*,SYR,488,0
1950,John Hargis,AND,550,0
1950,Bob Harris,FTW,465,0
1950,Bob Harrison,MNL,348,0
1950,Billy Hassett,TOT,302,0
1950,Billy Hassett,TRI,157,0
1950,Billy Hassett,MNL,145,0
1950,Marshall Hawkins,INO,195,0
1950,Bill Henry,TOT,278,0
1950,Bill Henry,FTW,209,0
1950,Bill Henry,TRI,69,0
1950,Bill Herman,DNN,65,0
1950,Kleggie Hermsen,CHS,615,0
1950,Sonny Hertzberg,BOS,865,0
1950,Paul Hoffman,BLB,914,0
1950,Joe Holland,INO,453,0
1950,Red Holzman*,ROC,625,0
1950,Gene James,NYK,64,0
1950,Howie Janotta,BLB,30,0
1950,Tony Jaros,MNL,289,0
1950,Buddy Jeannette*,BLB,148,0
1950,Arnie Johnson,ROC,376,0
1950,Ralph Johnson,TOT,779,0
1950,Ralph Johnson,AND,426,0
1950,Ralph Johnson,FTW,353,0
1950,Wah Wah,INO,706,0
1950,Noble Jorgensen,SHE,618,0
1950,George Kaftan,BOS,535,0
1950,Leo Katkaveck,WSC,330,0
1950,Jack Kerris,TOT,481,0
1950,Jack Kerris,TRI,26,0
1950,Jack Kerris,FTW,455,0
1950,Bob Kinney,BOS,621,0
1950,Walt Kirk,TOT,361,0
1950,Walt Kirk,AND,125,0
1950,Walt Kirk,TRI,236,0
1950,Leo Klier,FTW,516,0
1950,Duane Klueh,TOT,414,0
1950,Duane Klueh,DNN,302,0
1950,Duane Klueh,FTW,112,0
1950,Lee Knorek,BLB,2,0
1950,Milo Komenich,AND,861,0
1950,Leo Kubiak,WAT,794,0
1950,Frank Kudelka,CHS,528,0
1950,Walt Lautenbach,SHE,332,0
1950,Tony Lavelli,BOS,436,0
1950,Ed Leede,BOS,507,0
1950,Andrew Levane,SYR,418,0
1950,Freddie Lewis,TOT,184,0
1950,Freddie Lewis,BLB,110,0
1950,Freddie Lewis,PHW,74,0
1950,Ron Livingstone,TOT,579,0
1950,Ron Livingstone,BLB,102,0
1950,Ron Livingstone,PHW,477,0
1950,John Logan,STB,759,0
1950,Ray Lumpp,NYK,283,0
1950,Ed Macauley*,STB,882,0
1950,Johnny Macknowski,SYR,463,0
1950,John Mahnken,TOT,495,0
1950,John Mahnken,FTW,8,0
1950,John Mahnken,TRI,319,0
1950,John Mahnken,BOS,168,0
1950,John Mandic,TOT,75,0
1950,John Mandic,WSC,65,0
1950,John Mandic,BLB,10,0
1950,Slater Martin*,MNL,302,0
1950,Ariel Maughan,STB,574,0
1950,Matt Mazza,SHE,110,0
1950,Mike McCarron,TOT,15,0
1950,Mike McCarron,BLB,5,0
1950,Mike McCarron,STB,10,0
1950,Dick McGuire*,NYK,563,0
1950,Bones McKinney,WSC,631,0
1950,Mal McMullen,INO,380,0
1950,Dick Mehen,WAT,826,0
1950,Ken Menke,WAT,17,0
1950,Stan Miasek,CHS,462,0
1950,Ed Mikan,TOT,321,0
1950,Ed Mikan,CHS,127,0
1950,Ed Mikan,ROC,194,0
1950,George Mikan*,MNL,1595,0
1950,Vern Mikkelsen*,MNL,722,0
1950,Al Miksis,WAT,21,0
1950,Murray Mitchell,AND,3,0
1950,Leo Mogus,PHW,434,0
1950,Max Morris,SHE,694,0
1950,Joe Mullaney,BOS,70,0
1950,Jerry Nagel,FTW,28,0
1950,Jack Nichols,TOT,848,0
1950,Jack Nichols,WSC,629,0
1950,Jack Nichols,TRI,219,0
1950,Richie Niemiera,TOT,350,0
1950,Richie Niemiera,FTW,207,0
1950,Richie Niemiera,AND,143,0
1950,Paul Noel,NYK,291,0
1950,Jim Nolan,PHW,21,0
1950,Johnny Norlander,WSC,293,0
1950,George Nostrand,TOT,255,0
1950,George Nostrand,BOS,120,0
1950,George Nostrand,TRI,10,0
1950,George Nostrand,CHS,125,0
1950,Mike Novak,TOT,149,0
1950,Mike Novak,ROC,11,0
1950,Mike Novak,PHW,138,0
1950,Dermie O'Connell,TOT,425,0
1950,Dermie O'Connell,BOS,275,0
1950,Dermie O'Connell,STB,150,0
1950,Andy O'Donnell,BLB,108,0
1950,Dick O'Keefe,WSC,529,0
1950,John Oldham,FTW,426,0
1950,Gene Ollrich,WAT,72,0
1950,Johnny Orr,TOT,118,0
1950,Johnny Orr,STB,47,0
1950,Johnny Orr,WAT,71,0
1950,Don Otten,TOT,648,0
1950,Don Otten,TRI,451,0
1950,Don Otten,WSC,197,0
1950,Mac Otten,TOT,155,0
1950,Mac Otten,TRI,34,0
1950,Mac Otten,STB,121,0
1950,Red Owens,TOT,288,0
1950,Red Owens,TRI,137,0
1950,Red Owens,AND,151,0
1950,Easy Parham,STB,421,0
1950,Jack Parkinson,INO,12,0
1950,Charlie Parsley,PHW,31,0
1950,Stan Patrick,TOT,294,0
1950,Stan Patrick,WAT,187,0
1950,Stan Patrick,SHE,107,0
1950,Johnny Payak,TOT,331,0
1950,Johnny Payak,PHW,32,0
1950,Johnny Payak,WAT,299,0
1950,Warren Perkins,TRI,422,0
1950,Ed Peterson,SYR,390,0
1950,Jack Phelan,TOT,268,0
1950,Jack Phelan,WAT,69,0
1950,Jack Phelan,SHE,199,0
1950,Andy Phillip*,CHS,814,0
1950,Jim Pollard*,MNL,1140,0
1950,John Pritchard,WAT,29,0
1950,Les Pugh,BLB,273,0
1950,Don Putman,STB,200,0
1950,George Ratkovicz,SYR,439,0
1950,Don Ray,TRI,403,0
1950,Chick Reiser,WSC,646,0
1950,Arnie Risen*,ROC,598,0
1950,Tex Ritter,NYK,297,0
1950,Bill Roberts,STB,222,0
1950,Red Rocha,STB,679,0
1950,Kenny Rollins,CHS,421,0
1950,Bob Royer,DNN,231,0
1950,Jerry Rullo,PHW,9,0
1950,Ed Sadowski,TOT,922,0
1950,Ed Sadowski,PHW,153,0
1950,Ed Sadowski,BLB,769,0
1950,Kenny Sailors,DNN,944,0
1950,Pep Saul,ROC,183,0
1950,Herm Schaefer,MNL,314,0
1950,Marv Schatzman,BLB,174,0
1950,Fred Schaus,FTW,996,0
1950,Dolph Schayes*,SYR,903,0
1950,Milt Schoon,SHE,366,0
1950,Howie Schultz,TOT,671,0
1950,Howie Schultz,AND,316,0
1950,Howie Schultz,FTW,355,0
1950,Dick Schulz,TOT,212,0
1950,Dick Schulz,WSC,45,0
1950,Dick Schulz,TRI,45,0
1950,Dick Schulz,SHE,122,0
1950,Fred Scolari,WSC,910,0
1950,Wayne See,WAT,303,0
1950,Glen Selbo,SHE,51,0
1950,Rollie Seltz,AND,309,0
1950,Jim Seminoff,BOS,283,0
1950,George Senesky,PHW,709,0
1950,Paul Seymour,SYR,524,0
1950,Carl Shaeffer,INO,160,0
1950,Howie Shannon,BOS,646,0
1950,Charley Shipp,WAT,137,0
1950,Connie Simmons,NYK,729,0
1950,Belus Smawley,STB,832,0
1950,Jack Smiley,TOT,364,0
1950,Jack Smiley,AND,50,0
1950,Jack Smiley,WAT,314,0
1950,Chips Sobek,SHE,251,0
1950,Odie Spears,CHS,775,0
1950,Art Spector,BOS,12,0
1950,Ed Stanczak,AND,456,0
1950,Gene Stump,TOT,213,0
1950,Gene Stump,MNL,95,0
1950,Gene Stump,WAT,118,0
1950,Mike Todorovich,TOT,852,0
1950,Mike Todorovich,STB,116,0
1950,Mike Todorovich,TRI,736,0
1950,Jack Toomay,DNN,514,0
1950,Bob Tough,TOT,153,0
1950,Bob Tough,BLB,39,0
1950,Bob Tough,WAT,114,0
1950,Blackie Towery,BLB,678,0
1950,Dick Triptow,BLB,5,0
1950,Butch Van,NYK,167,0
1950,Gene Vance,TRI,325,0
1950,Ernie Vandeweghe,NYK,390,0
1950,Floyd Volker,TOT,527,0
1950,Floyd Volker,INO,53,0
1950,Floyd Volker,DNN,474,0
1950,Whitey Von,TOT,336,0
1950,Whitey Von,TRI,116,0
1950,Whitey Von,BLB,220,0
1950,Clint Wager,FTW,203,0
1950,Danny Wagner,SHE,54,0
1950,Brady Walker,BOS,583,0
1950,Paul Walther,TOT,290,0
1950,Paul Walther,MNL,80,0
1950,Paul Walther,INO,210,0
1950,Bobby Wanzer*,ROC,614,0
1950,Murray Wier,TRI,480,0
1950,D.C. Wilcutt,STB,73,0
1950,Bob Wood,SHE,14,0
1950,Max Zaslofsky,CHS,1132,0
1951,Paul Arizin*,PHW,864,0
1951,Curly Armstrong,FTW,232,0
1951,Cliff Barker,INO,202,0
1951,Leo Barnhorst,INO,671,0
1951,Ed Bartels,WSC,97,0
1951,Ed Beach,TOT,38,0
1951,Ed Beach,MNL,35,0
1951,Ed Beach,TRI,3,0
1951,Ralph Beard,INO,1110,0
1951,Leon Blevins,INO,4,0
1951,Nelson Bobb,PHW,158,0
1951,Ike Borsavage,PHW,74,0
1951,Vince Boryla,NYK,867,0
1951,Harry Boykoff,TOT,336,0
1951,Harry Boykoff,BOS,203,0
1951,Harry Boykoff,TRI,133,0
1951,Frankie Brian,TRI,1127,0
1951,Walt Budko,BLB,464,0
1951,Art Burris,FTW,113,0
1951,Tommy Byrnes,TOT,267,0
1951,Tommy Byrnes,BLB,100,0
1951,Tommy Byrnes,WSC,65,0
1951,Tommy Byrnes,TRI,102,0
1951,Gerry Calabrese,SYR,197,0
1951,Bill Calhoun,ROC,506,0
1951,Don Carlson,BLB,46,0
1951,Bob Carpenter,TOT,335,0
1951,Bob Carpenter,FTW,124,0
1951,Bob Carpenter,TRI,211,0
1951,Al Cervi*,SYR,346,0
1951,Leroy Chollet,SYR,51,0
1951,Cal Christensen,TRI,445,0
1951,Nat Clifton*,NYK,656,0
1951,Bill Closs,PHW,631,0
1951,Jack Coleman,ROC,749,0
1951,Chuck Cooper,BOS,601,0
1951,Ray Corley,TOT,152,0
1951,Ray Corley,BLB,67,0
1951,Ray Corley,TRI,85,0
1951,Bob Cousy*,BOS,1138,0
1951,Bob Davies*,ROC,877,0
1951,Hank DeZonie,TRI,25,0
1951,Joe Dolhon,BLB,56,0
1951,Bob Donham,BOS,298,0
1951,Andy Duncan,BOS,40,0
1951,Dike Eddleman,TRI,1120,0
1951,Ray Ellefson,NYK,4,0
1951,Arnie Ferrin,MNL,373,0
1951,Larry Foust,FTW,944,0
1951,Joe Fulks*,PHW,1358,0
1951,Bill Gabor,SYR,745,0
1951,Harry Gallatin*,NYK,705,0
1951,Vern Gardner,PHW,383,0
1951,Ed Gayda,TRI,46,0
1951,Chuck Gilmur,WSC,61,0
1951,Bud Grant,MNL,184,0
1951,Alex Groza,INO,1046,0
1951,Chick Halbert,TOT,449,0
1951,Bruce Hale,INO,135,0
1951,Alex Hannum*,SYR,494,0
1951,John Hargis,TOT,127,0
1951,John Hargis,FTW,66,0
1951,John Hargis,TRI,61,0
1951,Bob Harris,TOT,295,0
1951,Bob Harris,FTW,57,0
1951,Bob Harris,BOS,238,0
1951,Bob Harrison,MNL,432,0
1951,Billy Hassett,BLB,160,0
1951,Kleggie Hermsen,TOT,644,0
1951,Sonny Hertzberg,BOS,651,0
1951,Paul Hoffman,BLB,399,0
1951,Joe Holland,INO,594,0
1951,Red Holzman*,ROC,561,0
1951,Joe Hutton,MNL,180,0
1951,Gene James,TOT,235,0
1951,Gene James,NYK,3,0
1951,Gene James,BLB,232,0
1951,Tony Jaros,MNL,287,0
1951,Arnie Johnson,ROC,403,0
1951,Ralph Johnson,FTW,737,0
1951,Wah Wah,INO,237,0
1951,Noble Jorgensen,TOT,600,0
1951,Noble Jorgensen,TRI,238,0
1951,Noble Jorgensen,SYR,362,0
1951,George Kaftan,NYK,286,0
1951,Jack Kerris,FTW,689,0
1951,Duane Klueh,FTW,458,0
1951,Frank Kudelka,TOT,518,0
1951,Tony Lavelli,NYK,93,0
1951,Bob Lavoy,INO,619,0
1951,Ed Leede,BOS,370,0
1951,Ron Livingstone,PHW,353,0
1951,Earl Lloyd*,WSC,35,0
1951,Don Lofgran,TOT,270,0
1951,John Logan,TRI,269,0
1951,Ray Lumpp,NYK,379,0
1951,Ed Macauley*,BOS,985,0
1951,Johnny Macknowski,SYR,435,0
1951,Norm Mager,BLB,142,0
1951,John Mahnken,TOT,351,0
1951,John Mahnken,BOS,298,0
1951,John Mahnken,INO,53,0
1951,Slater Martin*,MNL,627,0
1951,Ariel Maughan,WSC,250,0
1951,Dick McGuire*,NYK,482,0
1951,Bones McKinney,TOT,327,0
1951,Bones McKinney,WSC,43,0
1951,Bones McKinney,BOS,284,0
1951,Mal McMullen,INO,277,0
1951,Joe McNamee,ROC,167,0
1951,Dick Mehen,TOT,532,0
1951,Dick Mehen,BLB,170,0
1951,Dick Mehen,BOS,52,0
1951,Dick Mehen,FTW,310,0
1951,Ed Mikan,TOT,556,0
1951,George Mikan*,MNL,1584,0
1951,Vern Mikkelsen*,MNL,893,0
1951,Leo Mogus,PHW,122,0
1951,Chuck Mrazovich,INO,80,0
1951,Ken Murray,TOT,887,0
1951,Jack Nichols,TRI,79,0
1951,Paul Noel,ROC,174,0
1951,Johnny Norlander,WSC,16,0
1951,Dick O'Keefe,WSC,102,0
1951,Tommy O'Keefe,TOT,28,0
1951,Tommy O'Keefe,WSC,13,0
1951,Tommy O'Keefe,BLB,15,0
1951,Kevin O'Shea,MNL,267,0
1951,John Oldham,FTW,597,0
1951,Don Otten,TOT,479,0
1951,Don Otten,WSC,127,0
1951,Don Otten,BLB,15,0
1951,Don Otten,FTW,337,0
1951,Easy Parham,PHW,6,0
1951,Warren Perkins,TRI,428,0
1951,Ed Peterson,TOT,384,0
1951,Ed Peterson,SYR,81,0
1951,Ed Peterson,TRI,303,0
1951,Andy Phillip*,PHW,690,0
1951,Jim Pollard*,MNL,728,0
1951,George Ratkovicz,SYR,636,0
1951,Don Rehfeldt,BLB,426,0
1951,Jim Riffey,FTW,185,0
1951,Arnie Risen*,ROC,940,0
1951,Tex Ritter,NYK,103,0
1951,Red Rocha,BLB,843,0
1951,Kenny Sailors,TOT,533,0
1951,Kenny Sailors,BOS,25,0
1951,Kenny Sailors,BLB,508,0
1951,Pep Saul,ROC,310,0
1951,Alan Sawyer,WSC,235,0
1951,Fred Schaus,FTW,918,0
1951,Dolph Schayes*,SYR,930,0
1951,Herb Scherer,TRI,84,0
1951,Dick Schnittker,WSC,209,0
1951,Fred Scolari,TOT,923,0
1951,George Senesky,PHW,703,0
1951,Paul Seymour,SYR,385,0
1951,Carl Shaeffer,INO,22,0
1951,Bill Sharman*,WSC,381,0
1951,Connie Simmons,NYK,613,0
1951,Belus Smawley,TOT,663,0
1951,Belus Smawley,SYR,118,0
1951,Belus Smawley,BLB,545,0
1951,Ed Stanczak,BOS,50,0
1951,Mike Todorovich,TRI,715,0
1951,Gene Vance,TRI,114,0
1951,Ernie Vandeweghe,NYK,336,0
1951,Brady Walker,TOT,416,0
1951,Brady Walker,BOS,33,0
1951,Brady Walker,BLB,383,0
1951,Paul Walther,INO,634,0
1951,Bobby Wanzer*,ROC,628,0
1951,Max Zaslofsky,NYK,853,0
1952,Paul Arizin*,PHW,1222,0
1952,Cliff Barker,INO,161,0
1952,Don Barksdale*,BLB,804,0
1952,Leo Barnhorst,INO,897,0
1952,Elmer Behnke,MLH,22,0
1952,Charlie Black,MLH,31,0
1952,Nelson Bobb,PHW,306,0
1952,Vince Boryla,NYK,522,0
1952,Don Boven,MLH,668,0
1952,Bob Brannum,BOS,404,0
1952,Frankie Brian,FTW,972,0
1952,Stan Brown,PHW,63,0
1952,Walt Budko,PHW,240,0
1952,Art Burris,TOT,156,0
1952,Art Burris,FTW,75,0
1952,Art Burris,MLH,81,0
1952,Gerry Calabrese,SYR,317,0
1952,Bill Calhoun,BLB,409,0
1952,Al Cervi*,SYR,280,0
1952,Cal Christensen,MLH,96,0
1952,Nat Clifton*,NYK,729,0
1952,Bill Closs,FTW,389,0
1952,Jack Coleman,ROC,742,0
1952,Chuck Cooper,BOS,545,0
1952,Bob Cousy*,BOS,1388,0
1952,Dillard Crocker,TOT,279,0
1952,Dillard Crocker,INO,5,0
1952,Dillard Crocker,MLH,274,0
1952,Ed Dahler,PHW,38,0
1952,Bob Davies*,ROC,990,0
1952,Nate DeLong,MLH,42,0
1952,Dick Dickey,BOS,136,0
1952,Bob Donham,BOS,413,0
1952,Dike Eddleman,TOT,813,0
1952,Dike Eddleman,MLH,700,0
1952,Dike Eddleman,FTW,113,0
1952,Jake Fendley,FTW,170,0
1952,Larry Foust,FTW,989,0
1952,Jerry Fowler,MLH,13,0
1952,Joe Fulks*,PHW,1078,0
1952,Bill Gabor,SYR,538,0
1952,Harry Gallatin*,NYK,527,0
1952,Vern Gardner,PHW,194,0
1952,Joe Graboski,INO,827,0
1952,Alex Hannum*,TOT,462,0
1952,Bob Harris,BOS,463,0
1952,Bob Harrison,MNL,487,0
1952,Lew Hitch,MNL,215,0
1952,Joe Holland,INO,265,0
1952,Red Holzman*,ROC,372,0
1952,Mel Hutchins,MLH,633,0
1952,Joe Hutton,MNL,158,0
1952,Arnie Johnson,ROC,411,0
1952,Ralph Johnson,FTW,592,0
1952,Neil Johnston*,PHW,299,0
1952,Wah Wah,INO,524,0
1952,Noble Jorgensen,SYR,460,0
1952,George Kaftan,NYK,307,0
1952,Jack Kerris,FTW,480,0
1952,Jack Kiley,FTW,193,0
1952,George King,SYR,579,0
1952,Walt Kirk,MLH,101,0
1952,Frank Kudelka,BLB,614,0
1952,Bob Lavoy,INO,604,0
1952,Don Lofgran,INO,417,0
1952,Ray Lumpp,NYK,476,0
1952,Ed Macauley*,BOS,888,0
1952,John Mahnken,BOS,227,0
1952,Slater Martin*,MNL,632,0
1952,John McConathy,MLH,29,0
1952,Alfred McGuire*,NYK,167,0
1952,Dick McGuire*,NYK,474,0
1952,Bones McKinney,BOS,418,0
1952,Joe McNamee,TOT,222,0
1952,Dick Mehen,MLH,824,0
1952,Stan Miasek,BLB,707,0
1952,Ed Mikan,PHW,571,0
1952,George Mikan*,MNL,1414,0
1952,Vern Mikkelsen*,MNL,866,0
1952,Dave Minor,BLB,522,0
1952,Paul Noel,ROC,9,0
1952,Ralph O'Brien,INO,613,0
1952,Kevin O'Shea,TOT,466,0
1952,Kevin O'Shea,MLH,301,0
1952,Kevin O'Shea,BLB,165,0
1952,Wally Osterkorn,SYR,413,0
1952,Don Otten,TOT,636,0
1952,Don Otten,FTW,20,0
1952,Don Otten,MLH,616,0
1952,Red Owens,TOT,252,0
1952,Red Owens,BLB,161,0
1952,Red Owens,MLH,91,0
1952,Mel Payton,PHW,140,0
1952,Andy Phillip*,PHW,762,0
1952,John Pilch,MNL,10,0
1952,Jim Pollard*,MNL,1155,0
1952,Ray Ragelis,ROC,96,0
1952,Sam Ranzino,ROC,90,0
1952,George Ratkovicz,SYR,473,0
1952,Don Rehfeldt,TOT,285,0
1952,Don Rehfeldt,BLB,59,0
1952,Don Rehfeldt,MLH,226,0
1952,John Rennicke,MLH,18,0
1952,Arnie Risen*,ROC,926,0
1952,Red Rocha,SYR,749,0
1952,Pep Saul,TOT,436,0
1952,Don Savage,SYR,43,0
1952,Fred Schaus,FTW,778,0
1952,Dolph Schayes*,SYR,740,0
1952,Herb Scherer,NYK,65,0
1952,Howie Schultz,MNL,315,0
1952,Fred Scolari,BLB,867,0
1952,George Senesky,PHW,454,0
1952,Paul Seymour,SYR,615,0
1952,Chuck Share,FTW,236,0
1952,Bill Sharman*,BOS,628,0
1952,Connie Simmons,NYK,600,0
1952,Zeke Sinicola,FTW,4,0
1952,Whitey Skoog,MNL,296,0
1952,Jim Slaughter,BLB,165,0
1952,Belus Smawley,BLB,63,0
1952,Odie Spears,ROC,570,0
1952,Bill Tosheff,INO,651,0
1952,Gene Vance,MLH,26,0
1952,Ernie Vandeweghe,NYK,457,0
1952,Brady Walker,BLB,217,0
1952,Paul Walther,INO,549,0
1952,Bobby Wanzer*,ROC,772,0
1952,Bob Wilson,MLH,264,0
1952,Max Zaslofsky,NYK,958,0
1953,Jim Baechtold,BLB,621,0
1953,Don Barksdale*,BLB,829,0
1953,Leo Barnhorst,INO,1034,0
1953,Nelson Bobb,PHW,318,0
1953,Vince Boryla,NYK,686,0
1953,Don Boven,TOT,427,0
1953,Don Boven,MLH,219,0
1953,Don Boven,BLB,97,0
1953,Don Boven,FTW,111,0
1953,Bob Brannum,BOS,541,0
1953,Jim Brasco,TOT,94,0
1953,Jim Brasco,SYR,48,0
1953,Jim Brasco,MLH,46,0
1953,Carl Braun,NYK,807,0
1953,Frankie Brian,FTW,699,0
1953,Dick Bunt,TOT,105,0
1953,Dick Bunt,NYK,53,0
1953,Dick Bunt,BLB,52,0
1953,Bill Calhoun,TOT,534,0
1953,Bill Calhoun,SYR,55,0
1953,Bill Calhoun,MLH,479,0
1953,Al Cervi*,SYR,71,0
1953,Cal Christensen,ROC,230,0
1953,Nat Clifton*,NYK,794,0
1953,Jack Coleman,ROC,748,0
1953,Gene Conley,BOS,108,0
1953,Chuck Cooper,BOS,466,0
1953,Ray Corley,FTW,24,0
1953,Bob Cousy*,BOS,1320,0
1953,Dillard Crocker,MLH,284,0
1953,Pete Darcey,MLH,18,0
1953,Bob Davies*,ROC,880,0
1953,Blaine Denning,BLB,5,0
1953,Bob Donham,BOS,353,0
1953,Dike Eddleman,FTW,687,0
1953,George Feigenbaum,MLH,22,0
1953,Jake Fendley,FTW,80,0
1953,Danny Finn,PHW,409,0
1953,Jerry Fleishman,PHW,303,0
1953,Larry Foust,FTW,865,0
1953,Joe Fulks*,PHW,960,0
1953,Bill Gabor,SYR,614,0
1953,Harry Gallatin*,NYK,635,0
1953,Joe Graboski,INO,799,0
1953,Dick Groat,FTW,272,0
1953,Alex Hannum*,ROC,360,0
1953,Don Hanrahan,INO,32,0
1953,Bob Harris,BOS,459,0
1953,Bob Harrison,MNL,518,0
1953,Don Henriksen,BLB,475,0
1953,Kleggie Hermsen,TOT,31,0
1953,Kleggie Hermsen,BOS,9,0
1953,Kleggie Hermsen,INO,22,0
1953,Lew Hitch,MNL,255,0
1953,Paul Hoffman,BLB,656,0
1953,Jim Holstein,MNL,274,0
1953,Red Holzman*,ROC,149,0
1953,Mel Hutchins,MLH,842,0
1953,Arnie Johnson,ROC,369,0
1953,Ralph Johnson,FTW,9,0
1953,Neil Johnston*,PHW,1114,0
1953,Noble Jorgensen,SYR,436,0
1953,George Kaftan,BLB,142,0
1953,Jack Kerris,TOT,256,0
1953,Jack Kerris,FTW,179,0
1953,Jack Kerris,BLB,77,0
1953,Jack Kiley,FTW,10,0
1953,George King,SYR,635,0
1953,Frank Kudelka,TOT,193,0
1953,Frank Kudelka,BLB,84,0
1953,Frank Kudelka,PHW,109,0
1953,Bob Lavoy,INO,560,0
1953,Andrew Levane,MLH,24,0
1953,Earl Lloyd*,SYR,453,0
1953,Bob Lochmueller,SYR,245,0
1953,Don Lofgran,PHW,525,0
1953,Ray Lumpp,TOT,506,0
1953,Ray Lumpp,NYK,30,0
1953,Ray Lumpp,BLB,476,0
1953,Ed Macauley*,BOS,997,0
1953,John Mahnken,BOS,252,0
1953,Mo Mahoney,BOS,10,0
1953,Slater Martin*,MNL,634,0
1953,Al Masino,MLH,400,0
1953,Jack McCloskey,PHW,9,0
1953,Bucky McConnell,MLH,71,0
1953,Alfred McGuire*,NYK,287,0
1953,Dick McGuire*,NYK,373,0
1953,George McLeod,BLB,16,0
1953,Jack McMahon,ROC,534,0
1953,Monk Meineke,FTW,630,0
1953,Stan Miasek,TOT,488,0
1953,Stan Miasek,BLB,242,0
1953,Stan Miasek,MLH,246,0
1953,Ed Mikan,TOT,292,0
1953,Ed Mikan,PHW,134,0
1953,Ed Mikan,INO,158,0
1953,George Mikan*,MNL,1252,0
1953,Vern Mikkelsen*,MNL,868,0
1953,Eddie Miller,TOT,781,0
1953,Eddie Miller,MLH,56,0
1953,Eddie Miller,BLB,725,0
1953,Dave Minor,TOT,420,0
1953,Dave Minor,BLB,95,0
1953,Dave Minor,MLH,325,0
1953,Bill Mlkvy,PHW,246,0
1953,Jim Mooney,PHW,148,0
1953,Bob Naber,INO,4,0
1953,Jack Nichols,MLH,1170,0
1953,John O'Boyle,MLH,26,0
1953,Ralph O'Brien,TOT,286,0
1953,Ralph O'Brien,INO,190,0
1953,Ralph O'Brien,FTW,24,0
1953,Ralph O'Brien,BLB,72,0
1953,Mike O'Neill,MLH,17,0
1953,Kevin O'Shea,BLB,189,0
