Year,Player,Tm,FGA,THREEPA
1977,Truck Robinson,WSB,552,0
1977,Truck Robinson,ATL,648,0
1977,Bill Robinzine,KCK,677,0
1977,Dave Robisch,IND,811,0
1977,Marshall Rogers,GSW,116,0
1977,Dan Roundfield,IND,734,0
1977,Curtis Rowe,BOS,632,0
1977,Campy Russell,CLE,1003,0
1977,Cazzie Russell,LAL,1179,0
1977,Fred Saunders,BOS,395,0
1977,Dale Schlueter,PHO,72,0
1977,Charlie Scott,BOS,734,0
1977,Bruce Seals,SEA,851,0
1977,Phil Sellers,DET,190,0
1977,Lonnie Shelton,NYK,836,0
1977,John Shumate,BUF,810,0
1977,James Silas,SAS,142,0
1977,Paul Silas,DEN,572,0
1977,Ralph Simpson,DET,834,0
1977,Al Skinner,NYN,887,0
1977,Bingo Smith,CLE,1149,0
1977,Elmore Smith,TOT,507,0
1977,Elmore Smith,MIL,253,0
1977,Elmore Smith,CLE,254,0
1977,Phil Smith,GSW,1318,0
1977,Randy Smith,BUF,1504,0
1977,Willie Smith,CHI,1,0
1977,Dick Snyder,CLE,693,0
1977,Ricky Sobers,PHO,834,0
1977,Mike Sojourner,ATL,203,0
1977,Kevin Stacom,BOS,438,0
1977,Bud Stallworth,NOJ,272,0
1977,Keith Starr,CHI,24,0
1977,Larry Steele,POR,652,0
1977,Earl Tatum,LAL,607,0
1977,Brian Taylor,KCK,995,0
1977,Fatty Taylor,DEN,314,0
1977,Ira Terrell,PHO,545,0
1977,Chuck Terry,NYN,318,0
1977,Claude Terry,TOT,191,0
1977,Claude Terry,BUF,104,0
1977,Claude Terry,ATL,87,0
1977,David Thompson*,DEN,1626,0
1977,Nate Thurmond*,CLE,246,0
1977,Dean Tolson,SEA,242,0
1977,Rudy Tomjanovich,HOU,1437,0
1977,Monte Towe,DEN,138,0
1977,George Trapp,DET,29,0
1977,Dave Twardzik,POR,430,0
1977,Wes Unseld*,WSB,551,0
1977,Dick Van,PHO,498,0
1977,Tom Van,PHO,395,0
1977,Jan Van,NYN,609,0
1977,Norm Van,CHI,729,0
1977,Neal Walk,NYK,57,0
1977,Andy Walker,NOJ,156,0
1977,Foots Walker,CLE,349,0
1977,Wally Walker,POR,305,0
1977,Bill Walton*,POR,930,0
1977,Lloyd Walton,MIL,188,0
1977,Henry Ward,SAS,90,0
1977,Cornell Warner,LAL,53,0
1977,Kermit Washington,LAL,380,0
1977,Richard Washington,KCK,1034,0
1977,Slick Watts,SEA,1015,0
1977,Nick Weatherspoon,TOT,690,0
1977,Nick Weatherspoon,WSB,76,0
1977,Nick Weatherspoon,SEA,614,0
1977,Marvin Webster,DEN,400,0
1977,Scott Wedman,KCK,1133,0
1977,Bob Weiss,WSB,133,0
1977,Paul Westphal,PHO,1317,0
1977,Jo Jo,BOS,1488,0
1977,Rudy White,HOU,106,0
1977,Sidney Wicks,BOS,1012,0
1977,Bob Wilkerson,SEA,573,0
1977,Jamaal Wilkes*,GSW,1147,0
1977,Chuck Williams,TOT,210,0
1977,Chuck Williams,DEN,93,0
1977,Chuck Williams,BUF,117,0
1977,Chuckie Williams,CLE,47,0
1977,Earl Williams,NYN,2,0
1977,Gus Williams,GSW,701,0
1977,Nate Williams,NOJ,917,0
1977,John Williamson,TOT,1347,0
1977,John Williamson,NYN,803,0
1977,John Williamson,IND,544,0
1977,Bill Willoughby,ATL,169,0
1977,Bobby Wilson,BOS,59,0
1977,Brian Winters,MIL,1308,0
1977,Willie Wise,DEN,513,0
1977,Dave Wohl,TOT,290,0
1977,Dave Wohl,HOU,17,0
1977,Dave Wohl,NYN,273,0
1977,Larry Wright,WSB,595,0
1978,Zaid Abdul-Aziz,TOT,60,0
1978,Zaid Abdul-Aziz,BOS,13,0
1978,Zaid Abdul-Aziz,HOU,47,0
1978,Kareem Abdul-Jabbar*,LAL,1205,0
1978,Tom Abernethy,LAL,404,0
1978,Alvan Adams,PHO,895,0
1978,Lucius Allen,KCK,846,0
1978,Jim Ard,TOT,17,0
1978,Jim Ard,BOS,1,0
1978,Jim Ard,CHI,16,0
1978,Tate Armstrong,CHI,280,0
1978,Bird Averitt,TOT,484,0
1978,Bird Averitt,NJN,188,0
1978,Bird Averitt,BUF,296,0
1978,Dennis Awtrey,PHO,264,0
1978,Gus Bailey,NOJ,139,0
1978,Greg Ballard,WSB,334,0
1978,Mike Bantom,IND,1047,0
1978,Marvin Barnes,TOT,661,0
1978,Marvin Barnes,DET,118,0
1978,Marvin Barnes,BUF,543,0
1978,Rick Barry*,GSW,1686,0
1978,Tim Bassett,NJN,384,0
1978,Butch Beard,NYK,614,0
1978,Ron Behagen,TOT,804,0
1978,Ron Behagen,ATL,249,0
1978,Ron Behagen,HOU,11,0
1978,Ron Behagen,IND,544,0
1978,Mel Bennett,IND,81,0
1978,Kent Benson,MIL,473,0
1978,Henry Bibby,PHI,659,0
1978,Bob Bigelow,TOT,13,0
1978,Bob Bigelow,KCK,1,0
1978,Bob Bigelow,BOS,12,0
1978,Dave Bing*,BOS,940,0
1978,Otis Birdsong,KCK,955,0
1978,Tom Boerwinkle,CHI,50,0
1978,Phil Bond,HOU,6,0
1978,Ron Boone,KCK,1271,0
1978,Jim Bostic,DET,22,0
1978,Tom Boswell,BOS,357,0
1978,Freddie Boyd,NOJ,110,0
1978,Alonzo Bradley,HOU,304,0
1978,Mike Bratz,PHO,395,0
1978,Jim Brewer,CLE,390,0
1978,Junior Bridgeman,MIL,947,0
1978,Allan Bristow,SAS,538,0
1978,Wayman Britt,DET,10,0
1978,Gary Brokaw,BUF,43,0
1978,Fred Brown,SEA,1042,0
1978,John Brown,ATL,405,0
1978,Joe Bryant,PHI,436,0
1978,Quinn Buckner,MIL,671,0
1978,Ticky Burden,NYK,2,0
1978,Tom Burleson,KCK,525,0
1978,Don Buse,PHO,626,0
1978,Corky Calhoun,POR,365,0
1978,Mack Calvin,DEN,333,0
1978,Austin Carr,CLE,945,0
1978,Kenny Carr,LAL,302,0
1978,M.L. Carr,DET,857,0
1978,Bob Carrington,TOT,589,0
1978,Bob Carrington,NJN,392,0
1978,Bob Carrington,IND,197,0
1978,Harvey Catchings,PHI,178,0
1978,Don Chaney,TOT,269,0
1978,Don Chaney,LAL,36,0
1978,Don Chaney,BOS,233,0
1978,Ken Charles,ATL,184,0
1978,Phil Chenier,WSB,451,0
1978,Jim Chones,CLE,1113,0
1978,Jim Cleamons,NYK,448,0
1978,E.C. Coleman,GSW,446,0
1978,Doug Collins,PHI,1223,0
1978,Norm Cook,DEN,3,0
1978,Dave Cowens*,BOS,1220,0
1978,Wesley Cox,GSW,173,0
1978,Charlie Criss,ATL,751,0
1978,Mark Crow,NJN,80,0
1978,Louie Dampier*,SAS,660,0
1978,Bob Dandridge,WSB,1190,0
1978,Adrian Dantley*,TOT,1128,0
1978,Adrian Dantley*,IND,403,0
1978,Adrian Dantley*,LAL,725,0
1978,Brad Davis,LAL,72,0
1978,Johnny Davis,POR,756,0
1978,Walter Davis,PHO,1494,0
1978,Darryl Dawkins,PHI,577,0
1978,Derrek Dickey,TOT,198,0
1978,Derrek Dickey,GSW,130,0
1978,Derrek Dickey,CHI,68,0
1978,Coby Dietrick,SAS,543,0
1978,Ernie DiGregorio,TOT,209,0
1978,Ernie DiGregorio,LAL,100,0
1978,Ernie DiGregorio,BOS,109,0
1978,Jacky Dorsey,TOT,31,0
1978,Jacky Dorsey,DEN,12,0
1978,Jacky Dorsey,POR,19,0
1978,Leon Douglas,DET,667,0
1978,John Drew,ATL,1236,0
1978,Charles Dudley,GSW,249,0
1978,Mike Dunleavy,TOT,50,0
1978,Mike Dunleavy,PHI,7,0
1978,Mike Dunleavy,HOU,43,0
1978,T.R. Dunn,POR,240,0
1978,Jim Eakins,TOT,86,0
1978,Jim Eakins,SAS,52,0
1978,Jim Eakins,MIL,34,0
1978,Al Eberhard,DET,160,0
1978,James Edwards,TOT,1093,0
1978,James Edwards,LAL,316,0
1978,James Edwards,IND,777,0
1978,Bo Ellis,DEN,320,0
1978,Len Elmore,IND,386,0
1978,Alex English*,MIL,633,0
1978,Julius Erving*,PHI,1217,0
1978,Al Fleming,SEA,31,0
1978,Mike Flynn,IND,267,0
1978,Chris Ford,DET,777,0
1978,Don Ford,LAL,576,0
1978,Bayard Forrest,PHO,238,0
1978,Walt Frazier*,CLE,714,0
1978,World B.,PHI,857,0
1978,Terry Furlow,CLE,443,0
1978,Mike Gale,SAS,581,0
1978,Gus Gerard,TOT,395,0
1978,Gus Gerard,BUF,40,0
1978,Gus Gerard,DET,355,0
1978,George Gervin*,SAS,1611,0
1978,John Gianelli,MIL,629,0
1978,Artis Gilmore*,CHI,1260,0
1978,Mike Glenn,BUF,370,0
1978,Glen Gondrezick,NYK,339,0
1978,Gail Goodrich*,NOJ,1050,0
1978,Mike Green,TOT,514,0
1978,Mike Green,SEA,87,0
1978,Mike Green,SAS,427,0
1978,Rickey Green,GSW,375,0
1978,Steve Green,IND,128,0
1978,Kevin Grevey,WSB,1128,0
1978,Greg Griffin,PHO,169,0
1978,Paul Griffin,NOJ,358,0
1978,Bob Gross,POR,720,0
1978,Ernie Grunfeld,MIL,461,0
1978,Glenn Hansen,TOT,7,0
1978,Glenn Hansen,CHI,2,0
1978,Glenn Hansen,KCK,5,0
1978,Joe Hassett,SEA,205,0
1978,John Havlicek*,BOS,1217,0
1978,Steve Hawes,ATL,854,0
1978,Robert Hawkins,NJN,150,0
1978,Elvin Hayes*,WSB,1409,0
1978,Spencer Haywood*,NYK,852,0
1978,Gar Heard,PHO,625,0
1978,Tom Henderson,WSB,784,0
1978,Armond Hill,ATL,732,0
1978,Darnell Hillman,TOT,710,0
1978,Darnell Hillman,NJN,501,0
1978,Darnell Hillman,DEN,209,0
1978,Wilbur Holland,CHI,1285,0
1978,Lionel Hollins,POR,1202,0
1978,Lou Hudson,LAL,992,0
1978,Kim Hughes,NJN,160,0
1978,Dan Issel*,DEN,1287,0
1978,Phil Jackson*,NYK,115,0
1978,Aaron James,NOJ,861,0
1978,Charles Johnson,TOT,581,0
1978,Charles Johnson,GSW,235,0
1978,Charles Johnson,WSB,346,0
1978,Dennis Johnson*,SEA,881,0
1978,Eddie Johnson,ATL,686,0
1978,George Johnson,NJN,721,0
1978,John Johnson,TOT,824,0
1978,John Johnson,HOU,4,0
1978,John Johnson,SEA,820,0
1978,Larry Johnson,BUF,13,0
1978,Marques Johnson,MIL,1204,0
1978,Mickey Johnson,CHI,1215,0
1978,Ollie Johnson,ATL,619,0
1978,Bobby Jones,DEN,761,0
1978,Caldwell Jones,PHI,359,0
1978,Dwight Jones,HOU,777,0
1978,Robin Jones,HOU,20,0
1978,Wil Jones,BUF,514,0
1978,Eddie Jordan,TOT,538,0
1978,Eddie Jordan,CLE,56,0
1978,Eddie Jordan,NJN,482,0
1978,George Karl,SAS,6,0
1978,Rich Kelley,NOJ,602,0
1978,Larry Kenon,SAS,1426,0
1978,Bernard King*,NJN,1665,0
1978,Billy Knight,BUF,926,0
1978,Toby Knight,NYK,465,0
1978,Steve Kuberski,BOS,4,0
1978,John Kuester,KCK,319,0
1978,Kevin Kunnert,HOU,842,0
1978,Mitch Kupchak,WSB,768,0
1978,C.J. Kupec,HOU,197,0
1978,Sam Lacey,KCK,590,0
1978,Tom LaGarde,DEN,237,0
1978,John Lambert,CLE,336,0
1978,Mark Landsberger,CHI,251,0
1978,Bob Lanier*,DET,1159,0
1978,Rich Laurel,MIL,31,0
1978,Mo Layton,SAS,168,0
1978,Ron Lee,PHO,950,0
1978,Scott Lloyd,TOT,193,0
1978,Scott Lloyd,MIL,33,0
1978,Scott Lloyd,BUF,160,0
1978,John Lucas,HOU,947,0
1978,Maurice Lucas,POR,989,0
1978,Moses Malone*,HOU,828,0
1978,Pete Maravich*,NOJ,1253,0
1978,Ricky Marsh,GSW,289,0
1978,Cedric Maxwell,BOS,316,0
1978,Scott May,CHI,617,0
1978,Bob McAdoo*,NYK,1564,0
1978,Andre McCarter,KCK,2,0
1978,Ted McClain,TOT,280,0
1978,Ted McClain,BUF,184,0
1978,Ted McClain,PHI,96,0
1978,Jim McDaniels,BUF,234,0
1978,Jim McElroy,NOJ,607,0
1978,George McGinnis,PHI,1270,0
1978,Tom McMillen,ATL,568,0
1978,Jim McMillian,NYK,623,0
1978,Larry McNeill,TOT,356,0
1978,Larry McNeill,GSW,18,0
1978,Larry McNeill,BUF,338,0
1978,John Mengelt,CHI,675,0
1978,Joe Meriweather,NOJ,411,0
1978,Dave Meyers,MIL,938,0
1978,Steve Mix,PHI,560,0
1978,Larry Moffett,HOU,17,0
1978,Eric Money,DET,1200,0
1978,Earl Monroe*,NYK,1123,0
1978,Glenn Mosley,PHI,13,0
1978,Calvin Murphy*,HOU,1737,0
1978,Bob Nash,KCK,304,0
1978,Swen Nater,BUF,994,0
1978,Lloyd Neal,POR,540,0
1978,Louie Nelson,TOT,211,0
1978,Louie Nelson,KCK,14,0
1978,Louie Nelson,NJN,197,0
1978,Johnny Neumann,IND,86,0
1978,Mike Newlin,HOU,495,0
1978,Norm Nixon,LAL,998,0
1978,Willie Norwood,TOT,181,0
1978,Willie Norwood,DET,82,0
1978,Willie Norwood,POR,99,0
1978,Mark Olberding,SAS,480,0
1978,Eddie Owens,BUF,21,0
1978,Tom Owens,POR,639,0
1978,Joe Pace,WSB,140,0
1978,Robert Parish*,GSW,911,0
1978,Sonny Parker,GSW,783,0
1978,Billy Paultz,SAS,979,0
1978,Curtis Perry,PHO,243,0
1978,Cliff Pondexter,CHI,85,0
1978,Ben Poquette,DET,225,0
1978,Howard Porter,TOT,635,0
1978,Howard Porter,DET,43,0
1978,Howard Porter,NJN,592,0
1978,Kevin Porter,TOT,1055,0
1978,Kevin Porter,DET,31,0
1978,Kevin Porter,NJN,1024,0
1978,Jim Price,TOT,656,0
1978,Jim Price,DEN,293,0
1978,Jim Price,DET,363,0
1978,Ed Ratleff,HOU,310,0
1978,Clifford Ray,GSW,476,0
1978,Robert Reid,HOU,574,0
1978,Kevin Restani,TOT,167,0
1978,Kevin Restani,MIL,28,0
1978,Kevin Restani,KCK,139,0
1978,Anthony Roberts,DEN,736,0
1978,Tony Robertson,ATL,381,0
1978,Truck Robinson,NOJ,1683,0
1978,Bill Robinzine,KCK,677,0
1978,Dave Robisch,TOT,430,0
1978,Dave Robisch,IND,181,0
1978,Dave Robisch,LAL,249,0
1978,Tree Rollins,ATL,520,0
1978,Dan Roundfield,IND,861,0
1978,Curtis Rowe,BOS,273,0
1978,Campy Russell,CLE,1168,0
1978,Cazzie Russell,CHI,304,0
1978,Fred Saunders,TOT,234,0
1978,Fred Saunders,BOS,91,0
1978,Fred Saunders,NOJ,143,0
1978,Dale Schlueter,POR,19,0
1978,Alvin Scott,PHO,369,0
1978,Charlie Scott,TOT,994,0
1978,Charlie Scott,BOS,485,0
1978,Charlie Scott,LAL,509,0
1978,Bruce Seals,SEA,551,0
1978,Lonnie Shelton,NYK,988,0
1978,Steve Sheppard,CHI,262,0
1978,John Shumate,TOT,773,0
1978,John Shumate,BUF,151,0
1978,John Shumate,DET,622,0
1978,Jack Sikma,SEA,752,0
1978,James Silas,SAS,97,0
1978,Paul Silas,SEA,464,0
1978,Ralph Simpson,TOT,576,0
1978,Ralph Simpson,DET,346,0
1978,Ralph Simpson,DEN,230,0
1978,Scott Sims,SAS,26,0
1978,Al Skinner,TOT,488,0
1978,Al Skinner,NJN,101,0
1978,Al Skinner,DET,387,0
1978,Bingo Smith,CLE,840,0
1978,Elmore Smith,CLE,809,0
1978,Phil Smith,GSW,1373,0
1978,Randy Smith,BUF,1697,0
1978,Robert Smith,DEN,97,0
1978,Willie Smith,IND,0,0
1978,Dick Snyder,CLE,252,0
1978,Ricky Sobers,IND,1221,0
1978,Kevin Stacom,BOS,484,0
1978,Larry Steele,POR,447,0
1978,Earl Tatum,TOT,1087,0
1978,Earl Tatum,LAL,314,0
1978,Earl Tatum,IND,773,0
1978,Brian Taylor,DEN,403,0
1978,Claude Terry,ATL,68,0
1978,David Thompson*,DEN,1584,0
1978,Dean Tolson,SEA,1,0
1978,Rudy Tomjanovich,HOU,447,0
1978,Dave Twardzik,POR,409,0
1978,Wes Unseld*,WSB,491,0
1978,Jan Van,NJN,292,0
1978,Norm Van,CHI,477,0
1978,Foots Walker,CLE,641,0
1978,Phil Walker,WSB,161,0
1978,Wally Walker,TOT,461,0
1978,Wally Walker,POR,41,0
1978,Wally Walker,SEA,420,0
1978,Bill Walton*,POR,882,0
1978,Lloyd Walton,MIL,344,0
1978,Kermit Washington,TOT,507,0
1978,Kermit Washington,LAL,244,0
1978,Kermit Washington,BOS,263,0
1978,Richard Washington,KCK,891,0
1978,Wilson Washington,TOT,206,0
1978,Wilson Washington,PHI,19,0
1978,Wilson Washington,NJN,187,0
1978,Slick Watts,TOT,558,0
1978,Slick Watts,SEA,272,0
1978,Slick Watts,NOJ,286,0
1978,Nick Weatherspoon,CHI,194,0
1978,Marvin Webster,SEA,851,0
1978,Scott Wedman,KCK,1192,0
1978,Paul Westphal,PHO,1568,0
1978,Jo Jo,BOS,690,0
1978,Rudy White,HOU,85,0
1978,Sidney Wicks,BOS,927,0
1978,Bob Wilkerson,DEN,936,0
1978,Jamaal Wilkes*,LAL,630,0
1978,Chuck Williams,BUF,436,0
1978,Gus Williams,SEA,1335,0
1978,Nate Williams,TOT,724,0
1978,Nate Williams,NOJ,214,0
1978,Nate Williams,GSW,510,0
1978,Ray Williams,NYK,689,0
1978,John Williamson,TOT,1649,0
1978,John Williamson,IND,795,0
1978,John Williamson,NJN,854,0
1978,Bill Willoughby,BUF,363,0
1978,Bobby Wilson,IND,36,0
1978,Brian Winters,MIL,1457,0
1978,Willie Wise,SEA,3,0
1978,Dave Wohl,NJN,34,0
1978,Larry Wright,WSB,570,0
1979,Kareem Abdul-Jabbar*,LAL,1347,0
1979,Tom Abernethy,GSW,342,0
1979,Alvan Adams,PHO,1073,0
1979,Lucius Allen,KCK,174,0
1979,Kim Anderson,POR,77,0
1979,Tiny Archibald*,BOS,573,0
1979,Tate Armstrong,CHI,70,0
1979,Dennis Awtrey,TOT,107,0
1979,Dennis Awtrey,BOS,44,0
1979,Dennis Awtrey,SEA,63,0
1979,Gus Bailey,NOJ,7,0
1979,Greg Ballard,WSB,559,0
1979,Mike Bantom,IND,1036,0
1979,Tom Barker,TOT,156,0
1979,Tom Barker,HOU,6,0
1979,Tom Barker,BOS,48,0
1979,Tom Barker,NYK,102,0
1979,Marvin Barnes,BOS,271,0
1979,Rick Barry*,HOU,1000,0
1979,Tim Bassett,NJN,313,0
1979,Butch Beard,NYK,26,0
1979,Ron Behagen,TOT,62,0
1979,Ron Behagen,DET,0,0
1979,Ron Behagen,NYK,12,0
1979,Ron Behagen,KCK,50,0
1979,Kent Benson,MIL,798,0
1979,Del Beshore,MIL,0,0
1979,Henry Bibby,PHI,869,0
1979,Bob Bigelow,SDC,90,0
1979,Otis Birdsong,KCK,1456,0
1979,Ron Boone,LAL,569,0
1979,Tom Boswell,DEN,603,0
1979,Dennis Boyd,DET,12,0
1979,Winford Boynes,NJN,595,0
1979,Alonzo Bradley,HOU,88,0
1979,Mike Bratz,PHO,533,0
1979,Jim Brewer,TOT,319,0
1979,Jim Brewer,CLE,259,0
1979,Jim Brewer,DET,60,0
1979,Ron Brewer,POR,878,0
1979,Junior Bridgeman,MIL,1067,0
1979,Allan Bristow,SAS,354,0
1979,Fred Brown,SEA,951,0
1979,John Brown,CHI,317,0
1979,Joe Bryant,PHI,478,0
1979,Quinn Buckner,MIL,553,0
1979,Greg Bunch,NYK,26,0
1979,Tom Burleson,KCK,342,0
1979,Don Buse,PHO,576,0
1979,Marty Byrnes,TOT,389,0
1979,Marty Byrnes,PHO,223,0
1979,Marty Byrnes,NOJ,166,0
1979,Corky Calhoun,IND,335,0
1979,Austin Carr,CLE,1161,0
1979,Kenny Carr,LAL,450,0
1979,M.L. Carr,DET,1143,0
1979,Ron Carter,LAL,124,0
1979,Harvey Catchings,TOT,243,0
1979,Harvey Catchings,PHI,68,0
1979,Harvey Catchings,NJN,175,0
1979,Don Chaney,BOS,414,0
1979,Maurice Cheeks,PHI,572,0
1979,Phil Chenier,WSB,158,0
1979,Jim Chones,CLE,1073,0
1979,Jim Cleamons,NYK,657,0
1979,E.C. Coleman,HOU,7,0
1979,Doug Collins,PHI,717,0
1979,Michael Cooper,LAL,6,0
1979,Wayne Cooper,GSW,293,0
1979,Dave Corzine,WSB,118,0
1979,Dave Cowens*,BOS,1010,0
1979,Wesley Cox,GSW,123,0
1979,Charlie Criss,ATL,289,0
1979,Geoff Crompton,DEN,26,0
1979,Louie Dampier*,SAS,251,0
1979,Bob Dandridge,WSB,1260,0
1979,Adrian Dantley*,LAL,733,0
1979,Brad Davis,TOT,55,0
1979,Brad Davis,LAL,11,0
1979,Brad Davis,IND,44,0
1979,Harry Davis,CLE,153,0
1979,Johnny Davis,IND,1240,0
1979,Walter Davis,PHO,1362,0
1979,Darryl Dawkins,PHI,831,0
1979,Coby Dietrick,SAS,400,0
1979,Jacky Dorsey,HOU,43,0
1979,Leon Douglas,DET,698,0
1979,John Drew,ATL,1375,0
1979,Charles Dudley,CHI,125,0
1979,Mike Dunleavy,HOU,425,0
1979,T.R. Dunn,POR,549,0
1979,James Edwards,IND,1065,0
1979,Bob Elliott,NJN,73,0
1979,Bo Ellis,DEN,92,0
1979,Len Elmore,IND,342,0
1979,Alex English*,IND,1102,0
1979,Ray Epps,GSW,23,0
1979,Julius Erving*,PHI,1455,0
1979,Chris Ford,TOT,1142,0
1979,Chris Ford,DET,35,0
1979,Chris Ford,BOS,1107,0
1979,Don Ford,LAL,450,0
1979,Phil Ford,KCK,1004,0
1979,Bayard Forrest,PHO,272,0
1979,Walt Frazier*,CLE,122,0
1979,World B.,SDC,1653,0
1979,Terry Furlow,TOT,804,0
1979,Terry Furlow,CLE,569,0
1979,Terry Furlow,ATL,235,0
1979,Mike Gale,SAS,612,0
1979,Gus Gerard,TOT,194,0
1979,Gus Gerard,DET,3,0
1979,Gus Gerard,KCK,191,0
1979,George Gervin*,SAS,1749,0
1979,John Gianelli,MIL,527,0
1979,Artis Gilmore*,CHI,1310,0
1979,Jack Givens,ATL,564,0
1979,Mike Glenn,NYK,486,0
1979,Glen Gondrezick,NYK,326,0
1979,Gail Goodrich*,NOJ,850,0
1979,Mike Green,SAS,477,0
1979,Rickey Green,DET,177,0
1979,Steve Green,IND,89,0
1979,Tommie Green,NOJ,237,0
1979,Kevin Grevey,WSB,922,0
1979,Paul Griffin,NOJ,223,0
1979,Bob Gross,POR,443,0
1979,Ernie Grunfeld,MIL,661,0
1979,Lars Hansen,SEA,57,0
1979,James Hardy,NOJ,426,0
1979,Joe Hassett,SEA,211,0
1979,Steve Hawes,ATL,756,0
1979,Robert Hawkins,DET,16,0
1979,Elvin Hayes*,WSB,1477,0
1979,Spencer Haywood*,TOT,1205,0
1979,Spencer Haywood*,NYK,509,0
1979,Spencer Haywood*,NOJ,696,0
1979,Gar Heard,PHO,367,0
1979,Tom Henderson,WSB,641,0
1979,Keith Herron,ATL,48,0
1979,Phil Hicks,DEN,43,0
1979,Kenny Higgs,CLE,279,0
1979,Armond Hill,ATL,682,0
1979,Darnell Hillman,KCK,428,0
1979,Wilbur Holland,CHI,940,0
1979,Lionel Hollins,POR,886,0
1979,Essie Hollis,DET,75,0
1979,Otis Howard,TOT,56,0
1979,Otis Howard,MIL,11,0
1979,Otis Howard,DET,45,0
1979,Lou Hudson,LAL,636,0
1979,Kim Hughes,DEN,182,0
1979,Dan Issel*,DEN,1030,0
1979,Phil Jackson*,NJN,303,0
1979,Aaron James,NOJ,630,0
1979,Charles Johnson,WSB,786,0
1979,Clemon Johnson,POR,217,0
1979,Dennis Johnson*,SEA,1110,0
1979,Eddie Johnson,ATL,982,0
1979,George Johnson,NJN,483,0
1979,George Johnson,MIL,342,0
1979,John Johnson,SEA,821,0
1979,Marques Johnson,MIL,1491,0
1979,Mickey Johnson,CHI,1105,0
1979,Ollie Johnson,CHI,540,0
1979,Bobby Jones,PHI,704,0
1979,Caldwell Jones,PHI,637,0
1979,Dwight Jones,HOU,395,0
1979,Eddie Jordan,NJN,960,0
1979,Jeff Judkins,BOS,587,0
1979,Rich Kelley,NOJ,870,0
1979,Larry Kenon,SAS,1484,0
1979,Bernard King*,NJN,1359,0
1979,Billy Knight,TOT,835,0
1979,Billy Knight,BOS,436,0
1979,Billy Knight,IND,399,0
1979,Toby Knight,NYK,1174,0
1979,Joel Kramer,PHO,370,0
1979,John Kuester,DEN,52,0
1979,Kevin Kunnert,SDC,501,0
1979,Mitch Kupchak,WSB,685,0
1979,Sam Lacey,KCK,697,0
1979,Tom LaGarde,SEA,181,0
1979,John Lambert,CLE,329,0
1979,Mark Landsberger,CHI,585,0
1979,Bob Lanier*,DET,950,0
1979,Butch Lee,TOT,634,0
1979,Butch Lee,ATL,313,0
1979,Butch Lee,CLE,321,0
1979,Ron Lee,TOT,507,0
1979,Ron Lee,PHO,383,0
1979,Ron Lee,NOJ,124,0
1979,Scott Lloyd,TOT,122,0
1979,Scott Lloyd,SDC,2,0
1979,Scott Lloyd,CHI,120,0
1979,John Long,DET,1240,0
1979,John Lucas,GSW,1146,0
1979,Maurice Lucas,POR,1208,0
1979,Moses Malone*,HOU,1325,0
1979,Pete Maravich*,NOJ,1035,0
1979,Cedric Maxwell,BOS,808,0
1979,Scott May,CHI,136,0
1979,Bob McAdoo*,TOT,1127,0
1979,Bob McAdoo*,NYK,793,0
1979,Bob McAdoo*,BOS,334,0
1979,Ted McClain,PHO,132,0
1979,Jim McElroy,NOJ,1097,0
1979,George McGinnis,DEN,1273,0
1979,Billy McKinney,KCK,477,0
1979,Tom McMillen,ATL,498,0
1979,Jim McMillian,POR,74,0
1979,Larry McNeill,DET,20,0
1979,John Mengelt,CHI,689,0
1979,Joe Meriweather,TOT,500,0
1979,Joe Meriweather,NOJ,187,0
1979,Joe Meriweather,NYK,313,0
1979,Mike Mitchell,CLE,706,0
1979,Steve Mix,PHI,493,0
1979,Eric Money,TOT,893,0
1979,Eric Money,NJN,676,0
1979,Eric Money,PHI,217,0
1979,Earl Monroe*,NYK,699,0
1979,Glenn Mosley,SAS,75,0
1979,Calvin Murphy*,HOU,1424,0
1979,Bob Nash,KCK,522,0
1979,Swen Nater,SDC,627,0
1979,Lloyd Neal,POR,11,0
1979,Mike Newlin,HOU,581,0
1979,Norm Nixon,LAL,1149,0
1979,Connie Norman,SDC,165,0
1979,Mark Olberding,SAS,551,0
1979,John Olive,SDC,40,0
1979,Tom Owens,POR,1095,0
1979,Robert Parish*,GSW,1110,0
1979,Sonny Parker,GSW,1019,0
1979,Billy Paultz,SAS,758,0
1979,Roger Phegley,WSB,78,0
1979,Stan Pietkiewicz,SDC,8,0
1979,Ben Poquette,DET,464,0
1979,Kevin Porter,DET,1110,0
1979,Jim Price,LAL,344,0
1979,Wayne Radford,IND,175,0
1979,Clifford Ray,GSW,439,0
1979,Marlon Redmond,TOT,387,0
1979,Marlon Redmond,KCK,375,0
1979,Marlon Redmond,PHI,12,0
1979,Robert Reid,HOU,777,0
1979,Kevin Restani,MIL,529,0
1979,Micheal Ray,NYK,483,0
1979,Anthony Roberts,DEN,498,0
1979,Tony Robertson,GSW,40,0
1979,Rick Robey,TOT,673,0
1979,Rick Robey,IND,295,0
1979,Rick Robey,BOS,378,0
1979,Jackie Robinson,SEA,41,0
1979,Truck Robinson,TOT,1152,0
1979,Truck Robinson,NOJ,819,0
1979,Truck Robinson,PHO,333,0
1979,Bill Robinzine,KCK,837,0
1979,Dave Robisch,LAL,336,0
1979,Tree Rollins,ATL,555,0
1979,Dan Roundfield,ATL,916,0
1979,Curtis Rowe,BOS,346,0
